,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
117,0,PCP - PEV,0,0,1,0,2.09,0,2.16,612,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,Carlos Alberto Gomes Ribeiro,2013
118,5,PPD/PSD,1,1,1,5,49.81,1,51.49,14604,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,José Manuel Cabral Dias Bolieiro,2013
119,4,PS,0,0,1,4,41.84,0,43.26,12269,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,José António Vieira da Silva Contente,2013
120,1,PPD/PSD,0,0,1,1,30.53,0,31.76,1222,Povoação,Açores,0,78,1.95,,False,76,1.9,6,4002,63.0,Delmar Carvalho de Medeiros,2013
121,4,PS,1,1,1,4,65.62,1,68.24,2626,Povoação,Açores,0,78,1.95,,False,76,1.9,6,4002,63.0,Carlos Emílio Lopes Machado Ávila,2013
122,0,B.E.,0,0,1,0,3.29,0,3.39,486,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,Zuraida Maria de Almeida Soares,2013
123,0,PCP - PEV,0,0,1,0,1.45,0,1.5,215,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,João Manuel Arruda Gomes,2013
124,4,PPD/PSD,1,1,1,4,52.66,1,54.28,7790,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,Alexandre Branco Gaudêncio,2013
125,3,PS,0,0,1,3,39.61,0,40.83,5860,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,Ricardo José Moniz da Silva,2013
126,0,I,0,0,1,0,6.63,0,6.9,186,Santa Cruz da Graciosa,Açores,0,61,2.18,,False,49,1.75,4,2804,62.69,João Manuel de Melo Picanço,2013
127,2,PPD/PSD,0,0,1,2,35.88,0,37.34,1006,Santa Cruz da Graciosa,Açores,0,61,2.18,,False,49,1.75,4,2804,62.69,João Manuel Bettencourt Cunha,2013
128,3,PS,1,1,1,3,53.57,1,55.75,1502,Santa Cruz da Graciosa,Açores,0,61,2.18,,False,49,1.75,4,2804,62.69,Manuel Avelar Cunha Santos,2013
129,1,PPD/PSD.CDS-PP,0,0,1,1,29.53,0,31.21,396,Santa Cruz das Flores,Açores,0,61,4.55,,False,11,0.82,4,1341,69.2,William Resendes Braga,2013
130,4,PS,1,1,1,4,65.1,1,68.79,873,Santa Cruz das Flores,Açores,0,61,4.55,,False,11,0.82,4,1341,69.2,José Carlos Pimentel Mendes,2013
131,0,CDS-PP,0,0,1,0,4.13,0,4.29,91,São Roque do Pico,Açores,0,49,2.23,,False,33,1.5,5,2201,68.46,José Manuel Xavier de Ávila,2013
132,2,PPD/PSD,0,0,1,2,45.62,0,47.38,1004,São Roque do Pico,Açores,0,49,2.23,,False,33,1.5,5,2201,68.46,Luís Filipe Ramos Macedo da Silva,2013
133,3,PS,1,1,1,3,46.52,1,48.32,1024,São Roque do Pico,Açores,0,49,2.23,,False,33,1.5,5,2201,68.46,Mark Anthony Silveira,2013
134,3,CDS-PP,1,1,1,3,49.18,1,50.97,1716,Velas,Açores,0,61,1.75,,False,61,1.75,6,3489,69.19,Luís Virgílio de Sousa da Silveira,2013
135,1,PPD/PSD,0,0,1,1,26.86,0,27.83,937,Velas,Açores,0,61,1.75,,False,61,1.75,6,3489,69.19,Paulo Alberto Bettencourt da Silveira,2013
136,1,PS,0,0,1,1,20.46,0,21.21,714,Velas,Açores,0,61,1.75,,False,61,1.75,6,3489,69.19,João Paulo Bettencourt de Oliveira,2013
137,0,I,0,0,1,0,7.33,0,7.46,460,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Jorge Alberto Bulhões Gago da Câmara,2013
138,0,PCP - PEV,0,0,1,0,0.67,0,0.68,42,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Paulo Sérgio Fonte Pinto,2013
139,3,PPD/PSD.PPM,0,0,1,3,41.06,0,41.76,2576,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Rui António Dias da Câmara de Carvalho e Melo,2013
140,4,PS,1,1,1,4,49.27,1,50.11,3091,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Ricardo Manuel de Amaral Rodrigues,2013
141,0,B.E.,0,0,1,0,1.38,0,1.45,123,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Ana Cristina Simões de Oliveira,2013
142,0,CDS-PP,0,0,1,0,5.91,0,6.22,528,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Emiliana Leonilde Simões de Oliveira,2013
143,0,PCP - PEV,0,0,1,0,0.96,0,1.01,86,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,António Gabriel Botelho da Fonseca,2013
144,2,PPD/PSD,0,0,1,2,24.66,0,25.94,2203,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Maria Judite Gomes Parreira,2013
145,5,PS,1,1,1,5,62.14,1,65.38,5552,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Roberto Lúcio Silva Pereira Monteiro,2013
146,0,PCP - PEV,0,0,1,0,2.23,0,2.28,69,Vila do Porto,Açores,0,29,0.94,,False,44,1.42,5,3100,58.67,Ana Maria Nogueira dos Santos Loura,2013
147,3,PPD/PSD,1,1,1,3,63.58,1,65.11,1971,Vila do Porto,Açores,0,29,0.94,,False,44,1.42,5,3100,58.67,Carlos Henrique Lopes Rodrigues,2013
148,2,PS,0,0,1,2,31.84,0,32.61,987,Vila do Porto,Açores,0,29,0.94,,False,44,1.42,5,3100,58.67,Duarte Manuel Braga Moreira,2013
149,2,PCP - PEV,0,0,1,2,38.55,0,39.49,2431,Aljustrel,Beja,0,94,1.49,,False,56,0.89,4,6306,72.99,Manuel Francisco Colaço Camacho,2013
150,0,PPD/PSD.CDS-PP,0,0,1,0,1.24,0,1.27,78,Aljustrel,Beja,0,94,1.49,,False,56,0.89,4,6306,72.99,António Miguel Delgado Revez Batista,2013
