,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
17,0,PCTP/MRPP,0,0,1,0,0.68,0,0.75,235,Aveiro,Aveiro,0,1830,5.33,,False,971,2.83,10,34330,48.95,Luís Fernando Ferreira Monteiro Rebocho,2017
18,0,PNR,0,0,1,0,0.36,0,0.39,123,Aveiro,Aveiro,0,1830,5.33,,False,971,2.83,10,34330,48.95,Vitor Manuel Duarte Ferreira Ramalho,2017
19,5,PPD/PSD.CDS-PP.PPM,1,1,1,5,48.63,1,52.95,16694,Aveiro,Aveiro,0,1830,5.33,,False,971,2.83,10,34330,48.95,José Agostinho Ribau Esteves,2017
20,3,PS,0,0,1,3,24.39,0,26.55,8372,Aveiro,Aveiro,0,1830,5.33,,False,971,2.83,10,34330,48.95,Eduardo Elísio Silva Peralta Feio,2017
21,0,B.E.,0,0,1,0,0.64,0,0.66,72,Castelo de Paiva,Aveiro,0,132,1.18,,False,157,1.4,6,11221,75.91,Abílio Augusto Carrazedo Guerra,2017
22,0,CDS-PP,0,0,1,0,0.84,0,0.86,94,Castelo de Paiva,Aveiro,0,132,1.18,,False,157,1.4,6,11221,75.91,Paulo Fernando Nogueira Martel da Silva,2017
23,0,PCP - PEV,0,0,1,0,0.94,0,0.97,106,Castelo de Paiva,Aveiro,0,132,1.18,,False,157,1.4,6,11221,75.91,Manuel da Rocha Vieira,2017
24,3,PPD/PSD,0,0,1,3,35.97,0,36.92,4036,Castelo de Paiva,Aveiro,0,132,1.18,,False,157,1.4,6,11221,75.91,Norberto dos Santos Rodrigues Moreira,2017
25,4,PS,1,1,1,4,59.03,1,60.59,6624,Castelo de Paiva,Aveiro,0,132,1.18,,False,157,1.4,6,11221,75.91,Gonçalo Fernando da Rocha de Jesus,2017
26,0,B.E.,0,0,1,0,3.37,0,3.59,641,Espinho,Aveiro,0,654,3.43,,False,517,2.71,4,19044,61.82,António Manuel de Sousa Andrade,2017
27,0,CDS-PP,0,0,1,0,2.42,0,2.57,460,Espinho,Aveiro,0,654,3.43,,False,517,2.71,4,19044,61.82,Diogo Silva Pardilhó Duarte de Campos,2017
28,0,PCP - PEV,0,0,1,0,6.25,0,6.66,1191,Espinho,Aveiro,0,654,3.43,,False,517,2.71,4,19044,61.82,Fausto Manuel da Silva Neves,2017
29,4,PPD/PSD,1,1,1,4,47.22,1,50.32,8993,Espinho,Aveiro,0,654,3.43,,False,517,2.71,4,19044,61.82,Joaquim José Pinto Moreira,2017
30,3,PS,0,0,1,3,34.59,0,36.86,6588,Espinho,Aveiro,0,654,3.43,,False,517,2.71,4,19044,61.82,José Barbosa da Mota,2017
31,0,I,0,0,1,0,8.01,0,8.57,978,Estarreja,Aveiro,0,455,3.73,,False,348,2.85,5,12214,49.15,José Artur Pereira de Pinho,2017
32,0,PCP - PEV,0,0,1,0,8.33,0,8.91,1017,Estarreja,Aveiro,0,455,3.73,,False,348,2.85,5,12214,49.15,Américo Rodrigues Soares,2017
33,4,PPD/PSD.CDS-PP,1,1,1,4,43.01,1,46.03,5253,Estarreja,Aveiro,0,455,3.73,,False,348,2.85,5,12214,49.15,Diamantino Manuel Sabina,2017
34,3,PS,0,0,1,3,34.08,0,36.48,4163,Estarreja,Aveiro,0,455,3.73,,False,348,2.85,5,12214,49.15,Fernando Manuel Mendonça Albergaria Matos,2017
35,0,PCP - PEV,0,0,1,0,7.89,0,8.48,751,Mealhada,Aveiro,0,420,4.41,,False,247,2.59,6,9521,50.52,João Manuel Lima Louceiro,2017
36,3,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,3,36.5,0,39.25,3475,Mealhada,Aveiro,0,420,4.41,,False,247,2.59,6,9521,50.52,Gonçalo Nuno Vigária Santos Louzada,2017
37,4,PS,1,1,1,4,46.88,1,50.41,4463,Mealhada,Aveiro,0,420,4.41,,False,247,2.59,6,9521,50.52,Rui Manuel Leal Marqueiro,2017
38,0,CDS-PP,0,0,1,0,5.67,0,5.95,275,Murtosa,Aveiro,0,125,2.58,,False,107,2.21,4,4852,48.19,Eduardo Nunes Marques,2017
39,0,PCP - PEV,0,0,1,0,2.35,0,2.47,114,Murtosa,Aveiro,0,125,2.58,,False,107,2.21,4,4852,48.19,Jorge Augusto Portela Vieira,2017
40,6,PPD/PSD,1,1,1,6,70.92,1,74.48,3441,Murtosa,Aveiro,0,125,2.58,,False,107,2.21,4,4852,48.19,Joaquim Manuel dos Santos Baptista,2017
41,1,PS,0,0,1,1,16.28,0,17.1,790,Murtosa,Aveiro,0,125,2.58,,False,107,2.21,4,4852,48.19,António Jorge Feio Bacelar Vilar,2017
42,0,B.E.,0,0,1,0,2.04,0,2.19,702,Oliveira de Azeméis,Aveiro,0,1372,3.99,,False,919,2.67,12,34414,56.17,Diogo André Silva Barbosa,2017
43,0,CDS-PP,0,0,1,0,7.36,0,7.88,2532,Oliveira de Azeméis,Aveiro,0,1372,3.99,,False,919,2.67,12,34414,56.17,Miguel Angelo de Carvalho Santos Portela,2017
44,0,PCP - PEV,0,0,1,0,2.84,0,3.04,977,Oliveira de Azeméis,Aveiro,0,1372,3.99,,False,919,2.67,12,34414,56.17,João Miguel Tavares Carmo,2017
45,5,PPD/PSD,1,1,1,5,41.55,1,44.51,14298,Oliveira de Azeméis,Aveiro,0,1372,3.99,,False,919,2.67,12,34414,56.17,Hermínio José Sobral de Loureiro Gonçalves,2017
46,4,PS,0,0,1,4,39.56,0,42.38,13614,Oliveira de Azeméis,Aveiro,0,1372,3.99,,False,919,2.67,12,34414,56.17,Joaquim Jorge Ferreira,2017
47,3,CDS-PP,0,0,1,3,37.35,0,40.21,4068,Oliveira do Bairro,Aveiro,0,452,4.15,,False,323,2.97,4,10891,51.8,Paulo Jorge Caiado Santos,2017
48,0,PCP - PEV,0,0,1,0,2.84,0,3.05,309,Oliveira do Bairro,Aveiro,0,452,4.15,,False,323,2.97,4,10891,51.8,Artur Pereira Ramísio,2017
49,4,PPD/PSD,1,1,1,4,44.06,1,47.44,4799,Oliveira do Bairro,Aveiro,0,452,4.15,,False,323,2.97,4,10891,51.8,Mário João Ferreira da Silva Oliveira,2017
50,0,PS,0,0,1,0,8.63,0,9.29,940,Oliveira do Bairro,Aveiro,0,452,4.15,,False,323,2.97,4,10891,51.8,Manuel Ferreira Bôrras,2017
51,0,B.E.,0,0,1,0,4.77,0,5.14,1218,Ovar,Aveiro,0,1133,4.44,,False,729,2.85,5,25541,51.3,Pedro Miguel Moreira Rodrigues,2017
52,0,CDS-PP,0,0,1,0,2.95,0,3.18,753,Ovar,Aveiro,0,1133,4.44,,False,729,2.85,5,25541,51.3,António Manuel França de Jesus,2017
53,0,PCP - PEV,0,0,1,0,6.01,0,6.48,1535,Ovar,Aveiro,0,1133,4.44,,False,729,2.85,5,25541,51.3,Dinis de Pinho Silveira,2017
54,4,PPD/PSD,1,1,1,4,43.86,1,47.31,11202,Ovar,Aveiro,0,1133,4.44,,False,729,2.85,5,25541,51.3,Salvador Malheiro Ferreira da Silva,2017
55,3,PS,0,0,1,3,35.12,0,37.89,8971,Ovar,Aveiro,0,1133,4.44,,False,729,2.85,5,25541,51.3,Vítor Manuel Gouveia Ferreira,2017
56,0,B.E.,0,0,1,0,4.01,0,4.36,2792,Santa Maria da Feira,Aveiro,0,3593,5.16,,False,2068,2.97,21,69667,55.41,António Manuel Mendes Torres,2017
57,0,CDS-PP,0,0,1,0,3.84,0,4.18,2675,Santa Maria da Feira,Aveiro,0,3593,5.16,,False,2068,2.97,21,69667,55.41,Manuel José Alferes Pereira,2017
58,0,PCP - PEV,0,0,1,0,4.24,0,4.62,2955,Santa Maria da Feira,Aveiro,0,3593,5.16,,False,2068,2.97,21,69667,55.41,Antero de Oliveira Resende,2017
59,6,PPD/PSD,1,1,1,6,44.52,1,48.46,31019,Santa Maria da Feira,Aveiro,0,3593,5.16,,False,2068,2.97,21,69667,55.41,Emídio Ferreira dos Santos Sousa,2017
60,5,PS,0,0,1,5,35.26,0,38.38,24565,Santa Maria da Feira,Aveiro,0,3593,5.16,,False,2068,2.97,21,69667,55.41,Eduardo Marques dos Santos Cavaco,2017
61,0,CDS-PP,0,0,1,0,8.64,0,9.13,670,Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12,Ercília Maria Marques da Silva Pedro,2017
62,0,PCP - PEV,0,0,1,0,2.06,0,2.18,160,Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12,Raul Nogueira Tavares,2017
63,3,PPD/PSD,0,0,1,3,37.58,0,39.73,2916,Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12,João Miguel Tavares Almeida,2017
64,4,PS,1,1,1,4,46.31,1,48.96,3593,Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12,António José Martins Coutinho,2017
65,0,B.E.,0,0,1,0,2.25,0,2.38,225,São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28,André Pereira de Oliveira,2017
66,0,CDS-PP,0,0,1,0,2.96,0,3.13,296,São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28,Rogério Soares Leite da Silva,2017
67,1,I,0,0,1,1,9.98,0,10.57,1000,São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28,Jorge Manuel dos Santos Lima,2017
68,0,PCP - PEV,0,0,1,0,6.19,0,6.55,620,São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28,Rita Susana Bastos de Oliveira Mendes,2017
69,3,PPD/PSD,1,0,1,3,38.02,1,40.25,3808,São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28,Ricardo Nicolau Soares Terra de Oliveira Figueiredo,2017
70,3,PS,0,0,1,3,35.07,0,37.13,3513,São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28,Luís Miguel dos Santos Ferreira,2017
71,2,CDS-PP,0,0,1,2,32.88,0,34.75,3903,Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41,Maria do Céu Pereira Sarabando Marques,2017
72,0,PCP - PEV,0,0,1,0,2.0,0,2.12,238,Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41,Alexandre Claro Loff,2017
73,4,PPD/PSD,1,1,1,4,48.52,1,51.28,5760,Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41,Silvério Rodrigues Regalado,2017
74,1,PS,0,0,1,1,11.21,0,11.85,1331,Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41,Mário dos Santos Martins Júnior,2017
75,4,CDS-PP,1,1,1,4,45.97,1,48.79,6382,Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1,José Alberto Freitas Soares Pinheiro e Silva,2017
76,0,PCP - PEV,0,0,1,0,2.86,0,3.04,397,Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1,José Agostinho Gaspar Ferreira,2017
77,2,PPD/PSD,0,0,1,2,33.73,0,35.8,4683,Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1,José António Bastos da Silva,2017
78,1,PS,0,0,1,1,11.65,0,12.37,1618,Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1,Nelson da Silva Martins,2017
79,0,PCP - PEV,0,0,1,0,3.87,0,4.15,910,Águeda,Aveiro,0,1047,4.45,,False,558,2.37,11,23521,53.75,Nelson Manuel Nunes Leal,2017
80,2,PPD/PSD.CDS-PP,0,0,1,2,29.33,0,31.48,6899,Águeda,Aveiro,0,1047,4.45,,False,558,2.37,11,23521,53.75,Maria Paula da Graça Cardoso,2017
81,5,PS,1,1,1,5,59.98,1,64.37,14107,Águeda,Aveiro,0,1047,4.45,,False,558,2.37,11,23521,53.75,Gil Nadais Resende da Fonseca,2017
82,0,B.E.,0,0,1,0,4.17,0,4.65,598,Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1,Pedro Miguel de Pinho Tavares,2017
83,0,CDS-PP,0,0,1,0,7.84,0,8.74,1125,Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1,Armindo Valente Domingues Prina,2017
84,0,PCP - PEV,0,0,1,0,5.01,0,5.59,719,Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1,João da Cruz Coquim,2017
85,4,PPD/PSD,1,1,1,4,44.28,1,49.38,6354,Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1,Fernando Fidalgo Caçoilo,2017
86,3,PS,0,0,1,3,28.37,0,31.64,4072,Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1,José Marinho Vaz,2017
87,0,B.E.,0,0,1,0,3.09,0,3.3,529,Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85,Paulo José Maio Sousa Mendes,2017
88,0,PCP - PEV,0,0,1,0,2.28,0,2.44,391,Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85,António Pedro Inocêncio,2017
89,3,PPD/PSD.CDS-PP,0,0,1,3,43.31,0,46.21,7414,Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85,António Lima Cardoso Ventura,2017
90,4,PS,1,1,1,4,45.04,1,48.06,7710,Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85,José Gabriel do Álamo de Meneses,2017
91,2,I,1,0,1,2,40.97,1,42.2,1044,Calheta (R.A.A.),Açores,0,33,1.3,,False,41,1.61,5,2548,69.3,Décio Natálio Almada Pereira,2017
92,1,PPD/PSD,0,0,1,1,27.55,0,28.38,702,Calheta (R.A.A.),Açores,0,33,1.3,,False,41,1.61,5,2548,69.3,Aires António Fagundes Reis,2017
93,2,PS,0,0,1,2,28.57,0,29.43,728,Calheta (R.A.A.),Açores,0,33,1.3,,False,41,1.61,5,2548,69.3,António Vitorino da Silveira,2017
94,2,PPD/PSD,0,0,1,2,34.07,0,36.61,93,Corvo,Açores,0,15,5.49,,False,4,1.47,1,273,76.69,José Manuel Avelar Nunes,2017
95,3,PS,1,1,1,3,58.97,1,63.39,161,Corvo,Açores,0,15,5.49,,False,4,1.47,1,273,76.69,José Manuel Alves da Silva,2017
96,0,B.E.,0,0,1,0,3.78,0,3.96,303,Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94,João Ângelo Stattmiller Saldanha Albuquerque Neves,2017
97,0,PCP - PEV,0,0,1,0,5.15,0,5.4,413,Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94,Maria do Céu Barroca de Brito,2017
98,3,PPD/PSD.CDS-PP.PPM,0,0,1,3,34.01,0,35.66,2729,Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94,Luís Carlos Correia Garcia,2017
99,4,PS,1,1,1,4,52.43,1,54.98,4207,Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94,José Leonardo Goulart Silva,2017
100,0,CDS-PP,0,0,1,0,5.24,0,5.49,327,Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84,Roberto Manuel Sousa Oliveira,2017
101,0,PCP - PEV,0,0,1,0,1.81,0,1.9,113,Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84,Eugénio Cesar Mota Moura,2017
102,1,PPD/PSD,0,0,1,1,20.52,0,21.51,1280,Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84,José Duarte Barbosa Cabecinha,2017
103,6,PS,1,1,1,6,67.83,1,71.1,4231,Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84,João António Ferreira Ponte,2017
104,2,PPD/PSD,0,0,1,2,44.66,0,46.13,477,Lajes das Flores,Açores,0,21,1.97,,False,13,1.22,7,1068,82.03,Alice Correia Rocha Ramos,2017
105,3,PS,1,1,1,3,52.15,1,53.87,557,Lajes das Flores,Açores,0,21,1.97,,False,13,1.22,7,1068,82.03,Luís Carlos Martins Maciel,2017
106,0,CDS-PP,0,0,1,0,4.45,0,4.59,148,Lajes do Pico,Açores,0,65,1.96,,False,34,1.02,6,3324,73.59,José Lourenço de Freitas Azevedo,2017
107,2,PPD/PSD,0,0,1,2,41.4,0,42.67,1376,Lajes do Pico,Açores,0,65,1.96,,False,34,1.02,6,3324,73.59,Cláudio José Gomes Lopes,2017
108,3,PS,1,1,1,3,51.17,1,52.74,1701,Lajes do Pico,Açores,0,65,1.96,,False,34,1.02,6,3324,73.59,Roberto Manuel Medeiros da Silva,2017
109,0,CDS-PP,0,0,1,0,3.78,0,3.86,146,Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82,Maria de Lurdes Rodrigues Luís Silva,2017
110,0,PCP - PEV,0,0,1,0,1.3,0,1.32,50,Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82,Sérgio Manuel Goulart Gonçalves,2017
111,3,PPD/PSD,1,1,1,3,47.33,1,48.36,1827,Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82,José António Marcos Soares,2017
112,2,PS,0,0,1,2,45.47,0,46.45,1755,Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82,Miguel António Moniz Costa,2017
113,2,PPD/PSD,0,0,1,2,47.23,0,48.52,1657,Nordeste,Açores,0,43,1.23,,False,50,1.43,9,3508,72.64,Rogério Cabral de Frias,2017
114,3,PS,1,1,1,3,50.11,1,51.48,1758,Nordeste,Açores,0,43,1.23,,False,50,1.43,9,3508,72.64,Carlos Alberto Medeiros Mendonça,2017
115,0,B.E.,0,0,1,0,2.15,0,2.22,629,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,Jorge Manuel de Morais Kol de Carvalho,2017
116,0,CDS-PP,0,0,1,0,0.85,0,0.88,249,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,Pedro Miguel Carvalho Pereira,2017
117,0,PCP - PEV,0,0,1,0,2.09,0,2.16,612,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,Carlos Alberto Gomes Ribeiro,2017
118,5,PPD/PSD,1,1,1,5,49.81,1,51.49,14604,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,José Manuel Cabral Dias Bolieiro,2017
119,4,PS,0,0,1,4,41.84,0,43.26,12269,Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87,José António Vieira da Silva Contente,2017
120,1,PPD/PSD,0,0,1,1,30.53,0,31.76,1222,Povoação,Açores,0,78,1.95,,False,76,1.9,6,4002,63.0,Delmar Carvalho de Medeiros,2017
121,4,PS,1,1,1,4,65.62,1,68.24,2626,Povoação,Açores,0,78,1.95,,False,76,1.9,6,4002,63.0,Carlos Emílio Lopes Machado Ávila,2017
122,0,B.E.,0,0,1,0,3.29,0,3.39,486,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,Zuraida Maria de Almeida Soares,2017
123,0,PCP - PEV,0,0,1,0,1.45,0,1.5,215,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,João Manuel Arruda Gomes,2017
124,4,PPD/PSD,1,1,1,4,52.66,1,54.28,7790,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,Alexandre Branco Gaudêncio,2017
125,3,PS,0,0,1,3,39.61,0,40.83,5860,Ribeira Grande,Açores,0,235,1.59,,False,207,1.4,14,14793,54.21,Ricardo José Moniz da Silva,2017
126,0,I,0,0,1,0,6.63,0,6.9,186,Santa Cruz da Graciosa,Açores,0,61,2.18,,False,49,1.75,4,2804,62.69,João Manuel de Melo Picanço,2017
127,2,PPD/PSD,0,0,1,2,35.88,0,37.34,1006,Santa Cruz da Graciosa,Açores,0,61,2.18,,False,49,1.75,4,2804,62.69,João Manuel Bettencourt Cunha,2017
128,3,PS,1,1,1,3,53.57,1,55.75,1502,Santa Cruz da Graciosa,Açores,0,61,2.18,,False,49,1.75,4,2804,62.69,Manuel Avelar Cunha Santos,2017
129,1,PPD/PSD.CDS-PP,0,0,1,1,29.53,0,31.21,396,Santa Cruz das Flores,Açores,0,61,4.55,,False,11,0.82,4,1341,69.2,William Resendes Braga,2017
130,4,PS,1,1,1,4,65.1,1,68.79,873,Santa Cruz das Flores,Açores,0,61,4.55,,False,11,0.82,4,1341,69.2,José Carlos Pimentel Mendes,2017
131,0,CDS-PP,0,0,1,0,4.13,0,4.29,91,São Roque do Pico,Açores,0,49,2.23,,False,33,1.5,5,2201,68.46,José Manuel Xavier de Ávila,2017
132,2,PPD/PSD,0,0,1,2,45.62,0,47.38,1004,São Roque do Pico,Açores,0,49,2.23,,False,33,1.5,5,2201,68.46,Luís Filipe Ramos Macedo da Silva,2017
133,3,PS,1,1,1,3,46.52,1,48.32,1024,São Roque do Pico,Açores,0,49,2.23,,False,33,1.5,5,2201,68.46,Mark Anthony Silveira,2017
134,3,CDS-PP,1,1,1,3,49.18,1,50.97,1716,Velas,Açores,0,61,1.75,,False,61,1.75,6,3489,69.19,Luís Virgílio de Sousa da Silveira,2017
135,1,PPD/PSD,0,0,1,1,26.86,0,27.83,937,Velas,Açores,0,61,1.75,,False,61,1.75,6,3489,69.19,Paulo Alberto Bettencourt da Silveira,2017
136,1,PS,0,0,1,1,20.46,0,21.21,714,Velas,Açores,0,61,1.75,,False,61,1.75,6,3489,69.19,João Paulo Bettencourt de Oliveira,2017
137,0,I,0,0,1,0,7.33,0,7.46,460,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Jorge Alberto Bulhões Gago da Câmara,2017
138,0,PCP - PEV,0,0,1,0,0.67,0,0.68,42,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Paulo Sérgio Fonte Pinto,2017
139,3,PPD/PSD.PPM,0,0,1,3,41.06,0,41.76,2576,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Rui António Dias da Câmara de Carvalho e Melo,2017
140,4,PS,1,1,1,4,49.27,1,50.11,3091,Vila Franca do Campo,Açores,0,40,0.64,,False,64,1.02,6,6273,60.01,Ricardo Manuel de Amaral Rodrigues,2017
141,0,B.E.,0,0,1,0,1.38,0,1.45,123,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Ana Cristina Simões de Oliveira,2017
142,0,CDS-PP,0,0,1,0,5.91,0,6.22,528,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Emiliana Leonilde Simões de Oliveira,2017
143,0,PCP - PEV,0,0,1,0,0.96,0,1.01,86,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,António Gabriel Botelho da Fonseca,2017
144,2,PPD/PSD,0,0,1,2,24.66,0,25.94,2203,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Maria Judite Gomes Parreira,2017
145,5,PS,1,1,1,5,62.14,1,65.38,5552,Vila da Praia da Vitória,Açores,0,333,3.73,,False,110,1.23,11,8935,46.26,Roberto Lúcio Silva Pereira Monteiro,2017
146,0,PCP - PEV,0,0,1,0,2.23,0,2.28,69,Vila do Porto,Açores,0,29,0.94,,False,44,1.42,5,3100,58.67,Ana Maria Nogueira dos Santos Loura,2017
147,3,PPD/PSD,1,1,1,3,63.58,1,65.11,1971,Vila do Porto,Açores,0,29,0.94,,False,44,1.42,5,3100,58.67,Carlos Henrique Lopes Rodrigues,2017
148,2,PS,0,0,1,2,31.84,0,32.61,987,Vila do Porto,Açores,0,29,0.94,,False,44,1.42,5,3100,58.67,Duarte Manuel Braga Moreira,2017
149,2,PCP - PEV,0,0,1,2,38.55,0,39.49,2431,Aljustrel,Beja,0,94,1.49,,False,56,0.89,4,6306,72.99,Manuel Francisco Colaço Camacho,2017
150,0,PPD/PSD.CDS-PP,0,0,1,0,1.24,0,1.27,78,Aljustrel,Beja,0,94,1.49,,False,56,0.89,4,6306,72.99,António Miguel Delgado Revez Batista,2017
